Марка;Price USD;Gryvnya;City;Link;Low Title
Citroen Berlingo пасс. 2020;20 369 $;544 200 грн;Ивано-Франковск;https://auto.ria.com/newauto/auto-citroen-berlingo-pass-1835995.html;Individual 1.6 HDi MT (92 л.с.) L2
Citroen C3 2020;19 554 $;522 540 грн;Одесса;https://auto.ria.com/newauto/auto-citroen-c3-1837019.html;Shine 1.2 PureTech AT (110 л.с.) Start/Stop
Citroen C4 Cactus 2020;20 541 $;550 050 грн;Херсон;https://auto.ria.com/newauto/auto-citroen-c4-cactus-1838603.html;Shine 1.5 BlueHDi АКПП (120 л.с.) S&S
Citroen C3 2020;14 198 $;368 700 грн;Винница;https://auto.ria.com/newauto/auto-citroen-c3-1810787.html;Feel 1.2 PureTech MT (82 л.с.)
Citroen C5 Aircross 2020;29 089 $;778 950 грн;Киев;https://auto.ria.com/newauto/auto-citroen-c5-aircross-1837637.html;Feel 1.5 BlueHDi AT (130 л.с.) S&S
Citroen Berlingo груз. 2020;18 711 $;499 900 грн;Херсон;https://auto.ria.com/newauto/auto-citroen-berlingo-gruz-1836921.html;base Control 950 1.6 HDi MT (92 л.с.) L2
Citroen C5 Aircross 2019;29 664 $;792 590 грн;Запорожье;https://auto.ria.com/newauto/auto-citroen-c5-aircross-1835339.html;Feel 1.6 PureTech AT (165 л.с.)
Citroen C5 Aircross 2020;31 161 $;833 490 грн;Харьков;https://auto.ria.com/newauto/auto-citroen-c5-aircross-1818713.html;Feel 2.0 BHDi AT (180 л.с.)
Citroen Berlingo пасс. 2020;19 620 $;524 200 грн;Винница;https://auto.ria.com/newauto/auto-citroen-berlingo-pass-1810486.html;Feel 1.6 HDi MT (92 л.с.) L2
Citroen C5 Aircross 2020;33 434 $;893 690 грн;Херсон;https://auto.ria.com/newauto/auto-citroen-c5-aircross-1836910.html;Shine 2.0 BHDi AT (180 л.с.)
Citroen C5 Aircross 2020;28 524 $;762 900 грн;Кропивницкий (Кировоград);https://auto.ria.com/newauto/auto-citroen-c5-aircross-1820408.html;Individual 1.5 BlueHDi AT (130 л.с.) S&S
Citroen C-Elysee 2020;13 237 $;354 460 грн;Харьков;https://auto.ria.com/newauto/auto-citroen-c-elysee-1838765.html;Feel New 1.6 MТ (115 л.с.)
Citroen C5 Aircross 2020;32 384 $;833 490 грн;Одесса;https://auto.ria.com/newauto/auto-citroen-c5-aircross-1831714.html;Feel 2.0 BHDi AT (180 л.с.)
Citroen C-Elysee 2020;13 261 $;354 460 грн;Кропивницкий (Кировоград);https://auto.ria.com/newauto/auto-citroen-c-elysee-1831717.html;Feel New 1.6 VTI MT (115 л.с.)
Citroen Space Tourer 2018;39 256 $;1 050 000 грн;Харьков;https://auto.ria.com/newauto/auto-citroen-space-tourer-1813638.html;Business 2.0 HDi AT (150 л.с.) L2 Lounge
Citroen C4 Cactus 2020;21 171 $;566 920 грн;Киев;https://auto.ria.com/newauto/auto-citroen-c4-cactus-1837670.html;Shine 1.5 BlueHDi АКПП (120 л.с.) S&S
Citroen C-Elysee 2019;14 537 $;373 500 грн;Одесса;https://auto.ria.com/newauto/auto-citroen-c-elysee-1810250.html;Feel New 1.6HDi MT (92 л.с.)
Citroen C5 Aircross 2020;28 627 $;766 600 грн;Киев;https://auto.ria.com/newauto/auto-citroen-c5-aircross-1837654.html;Feel 1.5 BlueHDi AT (130 л.с.) S&S
Citroen Jumper пасс. 2019;45 243 $;1 139 470 грн;Харьков;https://auto.ria.com/newauto/auto-citroen-jumper-pass-1813944.html;440 2.2 HDi (130 л.с.) MT L3H2
Citroen Jumper пасс. 2020;33 922 $;908 380 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-jumper-pass-1837548.html;3-35 2.2 HDi (130 л.с.) MT L3H2
Citroen Berlingo пасс. 2020;20 263 $;542 600 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-berlingo-pass-1839616.html;Shine 1.6 HDi MT (92 л.с.) L1
Citroen C4 Cactus 2020;20 845 $;558 190 грн;Киев;https://auto.ria.com/newauto/auto-citroen-c4-cactus-1838063.html;Shine 1.5 BlueHDi АКПП (120 л.с.) S&S
Citroen C-Elysee 2020;12 125 $;324 100 грн;Харьков;https://auto.ria.com/newauto/auto-citroen-c-elysee-1834285.html;Feel New 1.2 МТ (82 л.с.)
Citroen C-Elysee 2019;13 944 $;373 400 грн;Киев;https://auto.ria.com/newauto/auto-citroen-c-elysee-1837675.html;Feel New 1.6HDi MT (92 л.с.)
Citroen C3 Aircross 2020;22 058 $;589 320 грн;Киев;https://auto.ria.com/newauto/auto-citroen-c3-aircross-1837626.html;Shine 1.5 BlueHDi AT (120 л.с.) S&S
Citroen C3 2019;18 305 $;490 180 грн;Харьков;https://auto.ria.com/newauto/auto-citroen-c3-1838718.html;Shine 1.2 PureTech AT (110 л.с.) Start/Stop
Citroen C5 Aircross 2019;33 241 $;848 480 грн;Киев;https://auto.ria.com/newauto/auto-citroen-c5-aircross-1806935.html;Shine 2.0 BHDi AT (180 л.с.)
Citroen C3 2020;19 513 $;522 540 грн;Харьков;https://auto.ria.com/newauto/auto-citroen-c3-1839369.html;Shine 1.2 PureTech AT (110 л.с.) Start/Stop
Citroen C3 2020;21 622 $;579 000 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-c3-1838579.html;Shine Aircross 1.5 BlueHDi AT (120 л.с.) S&S
Citroen C4 Cactus 2020;20 509 $;549 200 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-c4-cactus-1838219.html;Shine 1.5 BlueHDi АКПП (120 л.с.) S&S
Citroen Jumper пасс. 2020;30 741 $;823 200 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-jumper-pass-1837547.html;3-35 2.2 HDi (130 л.с.) MT L3H2
Citroen C3 2020;14 255 $;381 720 грн;Харьков;https://auto.ria.com/newauto/auto-citroen-c3-1838213.html;Feel 1.2 PureTech MT (82 л.с.)
Citroen C3 2020;14 546 $;389 530 грн;Харьков;https://auto.ria.com/newauto/auto-citroen-c3-1838747.html;Feel 1.2 PureTech MT (82 л.с.)
Citroen C-Elysee 2020;12 989 $;347 830 грн;Харьков;https://auto.ria.com/newauto/auto-citroen-c-elysee-1838502.html;Feel New 1.6 MТ (115 л.с.)
Citroen C4 Cactus 2020;21 086 $;564 660 грн;Харьков;https://auto.ria.com/newauto/auto-citroen-c4-cactus-1838513.html;Shine 1.5 BlueHDi АКПП (120 л.с.) S&S
Citroen C4 Cactus 2020;20 128 $;539 000 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-c4-cactus-1838220.html;Shine 1.5 BlueHDi АКПП (120 л.с.) S&S
Citroen C-Elysee 2019;13 735 $;359 000 грн;Одесса;https://auto.ria.com/newauto/auto-citroen-c-elysee-1815005.html;Feel New 1.6HDi MT (92 л.с.)
Citroen C-Elysee 2020;12 616 $;337 850 грн;Киев;https://auto.ria.com/newauto/auto-citroen-c-elysee-1837658.html;Feel New 1.2 МТ (82 л.с.)
Citroen C-Elysee 2020;13 087 $;350 450 грн;Киев;https://auto.ria.com/newauto/auto-citroen-c-elysee-1837667.html;Feel New 1.6 MТ (115 л.с.)
Citroen C-Elysee 2020;12 539 $;335 000 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-c-elysee-1824247.html;Feel New 1.2 МТ (82 л.с.)
Citroen C3 2020;21 710 $;563 000 грн;Винница;https://auto.ria.com/newauto/auto-citroen-c3-1743255.html;Shine Aircross 1.2 PureTech AT (110 л.с.) Start/Stop
Citroen C-Elysee 2020;13 087 $;350 450 грн;Киев;https://auto.ria.com/newauto/auto-citroen-c-elysee-1837661.html;Feel New 1.6 MТ (115 л.с.)
Citroen C-Elysee 2020;12 842 $;343 900 грн;Киев;https://auto.ria.com/newauto/auto-citroen-c-elysee-1837582.html;Feel New 1.6 VTI MT (115 л.с.)
Citroen Berlingo груз. 2020;19 676 $;526 900 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-berlingo-gruz-1837549.html;Base Club 1.5 BlueHDi AT (100 л.с.) L2
Citroen Jumper груз. 2019;25 367 $;678 040 грн;Харьков;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1836228.html;Attraction 330 L1H1 (130 л.с.)
Citroen C5 Aircross 2019;31 962 $;855 900 грн;Николаев;https://auto.ria.com/newauto/auto-citroen-c5-aircross-1838519.html;Individual 2.0 BHDi AT (180 л.с.)
Citroen C3 2020;14 236 $;381 230 грн;Николаев;https://auto.ria.com/newauto/auto-citroen-c3-1838543.html;Feel 1.2 PureTech MT (82 л.с.)
Citroen C5 Aircross 2019;31 052 $;830 000 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-c5-aircross-1834246.html;Individual 2.0 BHDi AT (180 л.с.)
Citroen Berlingo пасс. 2019;17 843 $;477 000 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-berlingo-pass-1825701.html;Feel 1.6 HDi MT (92 л.с.) L1
Citroen C-Elysee 2020;12 905 $;345 000 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-c-elysee-1825720.html;Feel New 1.6 MТ (115 л.с.)
Citroen C5 Aircross 2019;28 433 $;760 000 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-c5-aircross-1830733.html;Feel 2.0 BHDi AT (180 л.с.)
Citroen Berlingo пасс. 2019;19 546 $;501 000 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-berlingo-pass-1824223.html;Feel 1.6 HDi MT (92 л.с.) L2
Citroen Berlingo груз. 2019;17 863 $;478 008 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-berlingo-gruz-1804709.html;Individual Worker 1.6 HDi MT (92 л.с.) L2
Citroen Berlingo пасс. 2020;20 938 $;560 000 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-berlingo-pass-1824232.html;Shine 1.6 HDi MT (92 л.с.) L1
Citroen C5 Aircross 2019;30 756 $;823 000 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-c5-aircross-1794151.html;Shine 2.0 BHDi AT (180 л.с.)
Citroen C3 2020;21 286 $;550 000 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-c3-1825711.html;Shine 1.2 PureTech AT (110 л.с.) Start/Stop
Citroen C4 Cactus 2020;20 292 $;543 000 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-c4-cactus-1786887.html;Shine 1.5 BlueHDi АКПП (120 л.с.) S&S
Citroen C3 Aircross 2020;22 036 $;590 100 грн;Николаев;https://auto.ria.com/newauto/auto-citroen-c3-aircross-1838587.html;Shine 1.5 BlueHDi AT (120 л.с.) S&S
Citroen C5 Aircross 2020;27 685 $;740 000 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-c5-aircross-1836774.html;Individual 1.6 PureTech AT (165 л.с.)
Citroen C3 2020;23 219 $;621 000 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-c3-1824239.html;Individual Aircross 1.5 BlueHDi AT (120 л.с.) S&S
Citroen C5 Aircross 2020;29 181 $;780 000 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-c5-aircross-1836042.html;Individual 1.5 BlueHDi AT (130 л.с.) S&S
Citroen C-Elysee 2020;12 905 $;345 000 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-c-elysee-1825718.html;Feel New 1.6 MТ (115 л.с.)
Citroen C-Elysee 2020;13 220 $;354 000 грн;Николаев;https://auto.ria.com/newauto/auto-citroen-c-elysee-1838559.html;Feel New 1.6 MТ (115 л.с.)
Citroen C5 Aircross 2019;29 501 $;764 000 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-c5-aircross-1834245.html;Feel 2.0 BHDi AT (180 л.с.)
Citroen Jumpy груз. 2020;28 687 $;740 100 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumpy-gruz-1709133.html;2.0 HDi (150 л.с.) L3H1
Citroen C5 Aircross 2020;26 716 $;714 900 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-c5-aircross-1786859.html;Live 1.6 PureTech AT (165 л.с.)
Citroen Berlingo пасс. 2019;20 188 $;520 800 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-berlingo-pass-1824224.html;Shine 1.6 HDi MT (92 л.с.) L1
Citroen Berlingo груз. 2019;16 528 $;442 290 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-berlingo-gruz-1804703.html;base Control 650 1.6 HDi MT (92 л.с.) L1
Citroen C-Elysee 2019;12 327 $;287 200 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-c-elysee-1709186.html;Feel New 1.2 МТ (82 л.с.)
Citroen Space Tourer 2020;51 332 $;1 324 200 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-space-tourer-1824219.html;Feel 2.0 BlueHDi MT (150 л.с.) L3 4WD
Citroen Jumper груз. 2020;33 900 $;837 700 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1709230.html;4-35 L3H3 2.0 BlueHDi MT (160 л.с.)
Citroen Jumper груз. 2020;47 976 $;1 283 800 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1786913.html;2.0 BlueHDi MT (160 л.с.) 4-40-L4
Citroen Jumper пасс. 2020;34 449 $;851 300 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-pass-1781603.html;4-35 2.0 BlueHDi MT (160 л.с.) L3H2
Citroen C-Elysee 2020;12 599 $;336 800 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-c-elysee-1825717.html;Feel New 1.6 VTI MT (115 л.с.)
Citroen Jumper груз. 2020;33 949 $;838 900 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1709231.html;435 L4H2 2.0 BlueHDi MT (160 л.с.)
Citroen Jumper груз. 2020;45 748 $;1 224 200 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1786909.html;2.0 BlueHDi MT (160 л.с.) 4-35-L2
Citroen Jumper груз. 2020;30 566 $;755 300 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1709257.html;2.0 BlueHDi MT (160 л.с.) 4-40-L4
Citroen Jumper груз. 2020;49 934 $;1 336 200 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1796559.html;2.0 BlueHDi MT (160 л.с.) 4-40-L4
Citroen Jumper груз. 2020;46 372 $;1 240 900 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1786912.html;2.0 BlueHDi MT (160 л.с.) 4-35-L3
Citroen Jumper груз. 2020;28 986 $;716 300 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1709245.html;4-35 L1H1 2.0 BlueHDi MT (160 л.с.)
Citroen C3 2019;12 533 $;335 000 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-c3-1836272.html;Feel 1.2 PureTech MT (82 л.с.)
Citroen Jumper груз. 2020;34 483 $;852 000 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1709239.html;435 L4H3 2.0 BlueHDi MT (160 л.с.)
Citroen Jumper груз. 2020;30 651 $;820 200 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1796560.html;2.0 BlueHDi MT (160 л.с.) 4-35-L4
Citroen C-Elysee 2020;12 124 $;324 100 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-c-elysee-1825716.html;Feel New 1.2 МТ (82 л.с.)
Citroen Jumper груз. 2020;31 768 $;785 000 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1709246.html;4-35 L1H1 2.0 BlueHDi MT (160 л.с.)
Citroen Jumper пасс. 2019;44 632 $;1 193 000 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-pass-1834229.html;440 2.0 BlueHDi (160 л.с.) MT L4H2
Citroen C-Elysee 2019;11 748 $;314 600 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-c-elysee-1838142.html;Feel New 1.6 MТ (115 л.с.)
Citroen Jumper пасс. 2019;42 268 $;1 129 800 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-pass-1834228.html;440 2.0 BlueHDi (160 л.с.) MT L3H2
Citroen Jumper груз. 2020;33 366 $;824 500 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1709138.html;4-35 L3H2 2.0 BlueHDi MT (160 л.с.)
Citroen Jumper груз. 2019;27 504 $;678 040 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1709233.html;4-35 L1H1 (130 л.с.)
Citroen C3 2020;22 074 $;563 000 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-c3-1824238.html;Shine Aircross 1.2 PureTech AT (110 л.с.) Start/Stop
Citroen Jumper пасс. 2019;43 118 $;1 152 520 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-pass-1834230.html;440 2.0 BlueHDi (160 л.с.) MT L3H2
Citroen Jumper груз. 2020;29 124 $;719 700 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1709254.html;2.0 BlueHDi MT (160 л.с.) 4-35-L3
Citroen Jumper пасс. 2019;45 482 $;1 215 720 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-pass-1834231.html;440 2.0 BlueHDi (160 л.с.) MT L4H2
Citroen Jumper груз. 2020;28 590 $;706 500 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1709252.html;2.0 BlueHDi MT (160 л.с.) 4-35-L2
Citroen Jumper пасс. 2020;48 371 $;899 900 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-pass-1824173.html;3-35 2.2 HDi (130 л.с.) MT L3H2
Citroen Jumper груз. 2020;47 886 $;1 281 400 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1796554.html;2.0 BlueHDi MT (160 л.с.) 4-35-L2
Citroen Jumper пасс. 2020;49 821 $;1 222 600 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-pass-1824172.html;4-40 2.2 HDi MT (150 л.с.) L4H2
Citroen Jumper груз. 2019;30 453 $;814 740 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1709240.html;4-35 L2H2 (130 л.с.)
Citroen Jumper пасс. 2020;37 567 $;928 400 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-pass-1781604.html;4-35 2.0 BlueHDi MT (160 л.с.) L3H2
Citroen Jumper груз. 2020;43 654 $;1 078 650 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1781572.html;2.0 BlueHDi MT (160 л.с.) 4-35-L3 4WD
Citroen Jumper груз. 2020;30 584 $;755 800 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1781574.html;4-35 L3H2 2.0 BlueHDi MT (160 л.с.)
Citroen Jumper пасс. 2020;50 943 $;1 250 200 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-pass-1824174.html;4-40 2.2 HDi MT (150 л.с.) L4H2
Citroen Jumper пасс. 2020;45 739 $;1 222 600 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-jumper-pass-1830770.html;440 2.0 BlueHDi (160 л.с.) MT L4H2
Citroen Jumper пасс. 2020;34 728 $;928 400 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-jumper-pass-1825632.html;4-35 2.0 BlueHDi MT (160 л.с.) L3H2
Citroen Jumper пасс. 2020;46 772 $;1 250 200 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-jumper-pass-1830772.html;440 2.0 BlueHDi (160 л.с.) MT L4H2
Citroen C5 Aircross 2020;27 820 $;746 200 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-c5-aircross-1838135.html;Live 1.5 BlueHDi AT (130 л.с.) S&S
Citroen Jumper груз. 2020;30 054 $;742 600 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1709247.html;4-35 L2H2 2.0 BlueHDi MT (160 л.с.)
Citroen Jumper пасс. 2020;47 249 $;823 200 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-pass-1824171.html;3-35 2.2 HDi (130 л.с.) MT L3H2
Citroen Jumpy груз. 2020;29 714 $;766 600 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumpy-gruz-1709134.html;2.0 HDi (150 л.с.) L2H1
Citroen Berlingo пасс. 2019;20 569 $;473 400 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-berlingo-pass-1769640.html;Feel 1.6 HDi MT (92 л.с.) L1
Citroen Berlingo груз. 2020;18 737 $;501 400 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-berlingo-gruz-1786867.html;base Worker 1.6 HDi MT (92 л.с.) L2
Citroen Jumper груз. 2020;48 510 $;1 298 100 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1796556.html;2.0 BlueHDi MT (160 л.с.) 4-35-L3
Citroen Jumper груз. 2019;25 771 $;635 300 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-jumper-gruz-1709232.html;4-35 L1H1 (130 л.с.)
Citroen C5 Aircross 2020;32 347 $;866 200 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-c5-aircross-1838138.html;Shine 2.0 BHDi AT (180 л.с.)
Citroen C-Elysee 2019;16 868 $;435 100 грн;Черкассы;https://auto.ria.com/newauto/auto-citroen-c-elysee-1824246.html;Shine New 1.6HDi MT (92 л.с.)
Citroen C-Elysee 2020;12 622 $;330 000 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-c-elysee-1819860.html;Feel New 1.6 MТ (115 л.с.)
Citroen Berlingo груз. 2020;17 405 $;465 750 грн;Полтава;https://auto.ria.com/newauto/auto-citroen-berlingo-gruz-1796549.html;base Control 1000 1.6 HDi MT (92 л.с.) L1
